Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Gender,Male,Percentage,%,32,,,30,34,C2,T9,NHP305,BOC02,GEN01,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Gender,Female,Percentage,%,29.6,,,27.2,32.1,C2,T9,NHP305,BOC02,GEN02,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Overall,Overall,Percentage,%,30.8,,,29.1,32.6,C2,T9,NHP305,BOC01,OVR01,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,29.9,,,27.9,32,C2,T9,NHP305,BOC04,RAC01,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,42.4,,,39.4,45.4,C2,T9,NHP305,BOC04,RAC02,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,27.1,,,24.1,30.3,C2,T9,NHP305,BOC04,RAC03,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Hispanic,Percentage,%,28.1,,,25.2,31.1,C2,T9,NHP305,BOC04,RAC04,00,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Heart Disease and Stroke Objective 5: Prevalence of hypertension among US adults (18+) (Percentage); NHANES,Race,Other,Percentage,%,29.1,,,25.8,32.6,C2,T9,NHP305,BOC04,RAC07,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,27.7,,,22.8,33.2,C2,T10,NHP306,BOC03,AGE02,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,51.7,,,46.5,56.8,C2,T10,NHP306,BOC03,AGE04,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,77.6,,,74.4,80.5,C2,T10,NHP306,BOC03,AGE05,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,88.6,,,85.6,91,C2,T10,NHP306,BOC03,AGE06,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,74.2,,,71.4,76.8,C2,T10,NHP306,BOC03,AGE07,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,87.9,,,84.7,90.5,C2,T10,NHP306,BOC03,AGE08,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,63.9,,,61,66.8,C2,T10,NHP306,BOC02,GEN01,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,67.1,,,62.9,71.1,C2,T10,NHP306,BOC02,GEN02,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,65.5,,,62.7,68.2,C2,T10,NHP306,BOC01,OVR01,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,68.4,,,64.5,72,C2,T10,NHP306,BOC04,RAC01,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,59.1,,,55.2,62.9,C2,T10,NHP306,BOC04,RAC02,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T10,NHP306,BOC04,RAC03,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,50.7,,,46.7,54.7,C2,T10,NHP306,BOC04,RAC04,00,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,54.2,,,48.2,59.9,C2,T10,NHP306,BOC04,RAC07,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,21.9,,,17.5,27.2,C2,T10,NHP306,BOC03,AGE02,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,53.9,,,51.2,56.6,C2,T10,NHP306,BOC03,AGE04,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,77.4,,,73.8,80.7,C2,T10,NHP306,BOC03,AGE05,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,88.3,,,84.5,91.2,C2,T10,NHP306,BOC03,AGE06,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,75.3,,,72.4,78,C2,T10,NHP306,BOC03,AGE07,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,86.5,,,82.2,89.8,C2,T10,NHP306,BOC03,AGE08,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,63.5,,,61.1,65.8,C2,T10,NHP306,BOC02,GEN01,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,67.8,,,64.9,70.5,C2,T10,NHP306,BOC02,GEN02,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,65.5,,,63.2,67.8,C2,T10,NHP306,BOC01,OVR01,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,67.9,,,65.1,70.6,C2,T10,NHP306,BOC04,RAC01,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,62,,,56.8,66.9,C2,T10,NHP306,BOC04,RAC02,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T10,NHP306,BOC04,RAC03,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,51.5,,,46.8,56.2,C2,T10,NHP306,BOC04,RAC04,00,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,65.1,,,58,71.5,C2,T10,NHP306,BOC04,RAC07,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,26.2,,,20.6,32.6,C2,T10,NHP306,BOC03,AGE02,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,53.4,,,48.6,58.1,C2,T10,NHP306,BOC03,AGE04,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,80.1,,,76.9,82.9,C2,T10,NHP306,BOC03,AGE05,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,92.2,,,91.1,93.2,C2,T10,NHP306,BOC03,AGE06,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,77.4,,,75,79.7,C2,T10,NHP306,BOC03,AGE07,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,92.4,,,90.7,93.7,C2,T10,NHP306,BOC03,AGE08,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,64.6,,,61.9,67.2,C2,T10,NHP306,BOC02,GEN01,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,70,,,67.1,72.8,C2,T10,NHP306,BOC02,GEN02,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,67.3,,,64.8,69.8,C2,T10,NHP306,BOC01,OVR01,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,69.4,,,65.7,72.9,C2,T10,NHP306,BOC04,RAC01,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,65.4,,,62.9,67.8,C2,T10,NHP306,BOC04,RAC02,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T10,NHP306,BOC04,RAC03,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,52.4,,,46.7,58,C2,T10,NHP306,BOC04,RAC04,00,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,65.5,,,57.8,72.4,C2,T10,NHP306,BOC04,RAC07,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,29.9,,,25.1,35,C2,T10,NHP306,BOC03,AGE02,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,57.2,,,53,61.4,C2,T10,NHP306,BOC03,AGE04,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,80.9,,,77.8,83.7,C2,T10,NHP306,BOC03,AGE05,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,89.8,,,87.1,92,C2,T10,NHP306,BOC03,AGE06,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,79.1,,,76.4,81.5,C2,T10,NHP306,BOC03,AGE07,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,90.1,,,85.5,93.3,C2,T10,NHP306,BOC03,AGE08,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,65.9,,,63.1,68.6,C2,T10,NHP306,BOC02,GEN01,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,72.2,,,69.8,74.5,C2,T10,NHP306,BOC02,GEN02,00,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Heart Disease and Stroke Objective 6: Prevalence of cholesterol screening in the past 5 years among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,68.9,,,66.6,71.2,C2,T10,NHP306,BOC01,OVR01,00,
